ID,Thought,Distortion,Distortion_ID
820,"The urges range from wanting to hurt people and animals, to wanting to convince everyone that they are wrong about everything and that nothing they do is worth their time. Now i k,ow this might seem harmless but im 20 now, and slowly but surley the urges have gotten worse. I usually have 1 episode per year and im concered. Last year i actively went searching for an animal to kill and blugeoned a opposum to death with a pipe.",Emotional Reasoning,6
821,"I decided to see a private therapist for the first time today, and after the session I felt like it was pointless (I have met with a school psychologist before, and she was absolutely amazing, & professional, so this made me question today’s experience.)",Overgeneralizing,2
822,"I’m lost in life, I often feel rage, anger and hatred towards others for no reason and I want it to stop. When I was younger I always was that light hearted hopeful little boy that helped anyone he could, now I look in the mirror and all I see is a Monster filled with so much rage that I could spit fire.",Catastrophizing,10
823,"My teacher at school doesn’t teach the material but expects us to know how to do it on his level even though we’re beginners (AP Language). He gives everyone bad grades all the time and never praises us when we do good. His lectures to the class are no better than saying we all are terrible students and should be receiving even lower grades. He makes me feel unwanted and going to his class makes me really anxious. I’m currently trying to drop it, but my principal won’t return my emails regarding it. I want to get help, but the other part of me feels like I don’t deserve it.",Personalizing,8
824,They have been addressed and he admits the times he was drinking too much but over the years this has caused SEVERE anxiety in me. He still (just 4 months ago) drove home drunk from a co-worker’s house. So there hasn’t been a time where he has consistently shown a change because little things like that keep happening to recylce me into this time where he was drinking excessivvely.,Catastrophizing,10
825,"I have been with my husband for 5 years and my step daughter is now 11 years old. A couple years ago, she started to act out and become disrespectful and lazy. We tried everything to discipline and teach her how to be kind and empathetic, but no improvement was made. At this time, we spoke to her mom and step dad and all agreed she should be tested for a disability. Turns out she has Oppositional Defiant Disorder (ODD), but her mom refuses to consider medication or alternative holistic approaches to helping in this matter.We put an end to that quickly and explained that we will not tolerate her jealousy or manipulative tactics to separate us. She has used manipulation techniques like this for a couple years and started by playing the mom and dad against each other. I have done nothing but accept her into my life and have her become like a real daughter. About a year ago, her behavior started to change and she started displaying annoying and selfish behaviors that upset me greatly. She still expects her father to carry her up the stairs to put her to bed, massage her feet, snuggle with him on the couch, pick out her outfits and be in our bedroom without permission. I feel like she is challenging and competing with me.",Catastrophizing,10
826,I grew up with a narcissistic mother & absent father.,Labeling,3
827,When I’m at home I feel depressed and empty inside. It’s like I’m trapped inside a box filled with darkness and I have no way of getting out. I draw and write stories as a hobby but I no longer have interest in them anymore. I lack energy all the time and I have low appetite.,Emotional Reasoning,6
828,"I enjoy getting in relationships only to completely destroy the person later on. Or well, not really. I enjoy it in the moment. I get all gittery and giggly and I feel really good inside. It’s not a sexual thing either, it’s just fun. I feel like life without hurting others would be boring and mundane.",Emotional Reasoning,6
829,"if i thought he was a predator i would write something on his healing forum but i would have to back up my story which means going public with our names. i know i have to forgive him for my sake but there is acceptance and there is acquiescence, which means i will accept it but need to protest.",Should Statements,7
830,"However, I get these waves of intense sadness for no particular reason. It might have something to do with me despising myself (how I look, how I act, etc.). I would talk to someone about it, but I don’t want anyone close to me to know what I’m going through. I’m scared that one day I’ll crack and show everyone how I truly am.",Personalizing,8
831,"I have plenty of friends, but I feel very alone. I feel like a constant disappointment to my parents, and I don’t know how to feel comfortable with them.",Disqualifying the Positive,9
832,"The inability to finish a task has got to be the one aspect of my personality I am simply failing to cope with. Through the years I have been able to learn and adapt myself so I can function in a small measure, but this bleeding away of my motivations has become unmanageable.",Catastrophizing,10
833,"I get a dream, which I wake up crying and the dream tells me I should start treating this person right, and outta nowhere. EXACTLY a week later the person dies.",Personalizing,8
834,"My husband had saved her web page on his favorites. I had no idea he would do something like this and it has really upset me. I can’t help it but I don’t trust him anymore. He keeps saying he didn’t contact her, but I find that hard to believe.",Catastrophizing,10
835,"It took me a very long time to learn to trust my therapist. Recently my trust has been shaken. It’s complicated but I feel like I have trouble making myself understood, and sometimes I feel like my therapist is patronizing me, and that my therapist is tolerating me rather than appreciating me.",Emotional Reasoning,6
836,She is acting out in school almost every day. She even talks back to adults. I have lost control.,Catastrophizing,10
837,. So I waited …while I was waiting really heavy thoughts started getting to me and I kept repeating it was all my fault this happened in my head …it’s always my fault ….i should die … Stuff like that ..I worked myself into a emotional state.,Personalizing,8
838,"Anyways, my parents haven’t been getting along and I’m worried that things will end badly.",Fortune Telling,4
839,I just feel like I’ve never been happy.,Overgeneralizing,2
840,My Stepdad is crazy.,Labeling,3
841,"He said he loved immediately after we met and became hyper attached, obsessed with me.",Overgeneralizing,2
842,My husband does not handle stress well.,Mind Reading,5
843,It got me panicking and later on I think that my feelings were exaggerated due to anxiety and there was nothing sexual there.,Catastrophizing,10
844,"Everyday I go through the same self-scrutinizing process. Waking up, “what the hell’s wrong with me?” Showering, “why am I such an awful person?",Labeling,3
845,"lie a lot and people believe me all the time, i always feel like the moment they knew me for who i am, they’ll leave me.   -i always end up ruining things.  there is just too many thoughts in my mind that sometimes i get tired of it. ",Fortune Telling,4
846,My husband does not handle stress well,Mind Reading,5
847,"I usually do it when i feel that i am worthless, ugly and not worthy to live.  I haven’t told no one because i know they will say i am stupid for doing it.",Labeling,3
848,"While heroin is not my DOC, I feel as though any substance I choose to use will inevitably lead to some kind of consequence.   I feel too unstable to try to obtain and maintain employment at this time.",Fortune Telling,4
849,"I am devastated, because I love him and because I feel guilty that I’m the one who caused the whole problem.",Personalizing,8
850,I feel like I’ve lost all my direction and drive and my hopes for my future are once again slim.,Catastrophizing,10
851,I believe I have less severe form of social anxiety as I find it really hard to start conversations and I don’t express myself because I think I’m weird and different and people will judge.,Labeling,3
852,I used to love everything about life. I was so happy and ready to show the world who I was. I started college and during my junior year everything changed in one night. I got home from work and started feeling terrible. I felt like nothing mattered and that life had no point.,All-or-Nothing Thinking,1
853,"My husband is unpredictable, violent & uses highly abusive language very often and even spits on my face.",Overgeneralizing,2
854,"From a teen in the U.S.: I feel as if I cant controle my emotions, I often get paniced and scared of thoughts and ideas that wont happen.",Catastrophizing,10
855,"As long as I can remember, negative thoughts have seemed to take control of my mind completely.",Disqualifying the Positive,9
856,My intense fear of becoming schizophrenic was born!,Emotional Reasoning,6
857,"The part that bothers me the most, however, is the fact that I am unsure if I am just making these things up in my head to somehow punish myself.",Personalizing,8
858,"I’ve never asked or had the courage to seek for help before, mainly because I don’t want to be a burden to people and feel my ‘problem’ (if I have one) isn’t important.",Catastrophizing,10
859,But it recently got out of hand as they are getting noisier and messier. When I ask for silence it just gets louder.,Catastrophizing,10
860,"The glitch, to the perfect story comes a few months after we started dating. He misses dinner and a weekend we were supposed to have together and doesn’t return my phone calls.",All-or-Nothing Thinking,1
861,"My fiancé has his own apartment and I want to move in, but I am feeling guilty about it since I give so much to my parents financially, I worry they won’t be able to afford our current house on their own.",Personalizing,8
862,"Thing is, my mood goes up and down — sort of like Bipolar, but the majority of the time, I’m depressed. when i’m in an “up” mood, (which is more like unbelievable anger rather than elation, with the occasional happy high,) I hate myself for even thinking it, and punish myself for being so selfish — not thinking about what it’d do to my family, but when I’m in a depressed mood, It seems to be the only way out, and the thought is a sort of stimulant.",Labeling,3
863,"I realized that I play this role of being a friendly person, pretending to understand others and their idiotic problems.",Labeling,3
864,I have worst case of white coat hypertension.,Overgeneralizing,2
865,"I am partly afraid to do the wrong thing, say something wrong, gesturing wrong, act out of place as ever.",Emotional Reasoning,6
866,Ok let me start with the fact i dont like to be mad but I get mad at everything and people dont help what so ever.,Overgeneralizing,2
867,"The problem is he never wants to go anywhere with my children and me. When he gets home from work, he’s highly irritable and often goes around the house criticizing me for practically everything.   I feel like my feelings don’t matter.",Overgeneralizing,2
868,"I literally see a mental picture of myself being punched, slapped, abused, shot, decapitated, multilated, head crushed with a building, etc. I feel deeply offended when criticized, I don’t “hang out” with my peers and feel inferior to them, never been to a party or other social gathering, I feel others are always judging me and they remember every mistake I’ve ever made even though it’s illogical to think so, I’ve never had a girlfriend, I find it hard to trust others, and my only escape is fantasies I indulge in while I’m alone.",Disqualifying the Positive,9
869,It’s been three months and I can’t stop thinking about them.,Catastrophizing,10
870,"sometimes, I cry because I could not focus or listen well.",Catastrophizing,10
871,They seem not to love and support me.,Mind Reading,5
872,"for a long time now i have felt empty and bored with life, i have had no ambition or motivation to do anything, i always see how people have dreams and aspirations but i have no desire for anything, not even money can buy me happiness.",Overgeneralizing,2
873,I am also deathly afraid of being judged by others about my decisions. I have worked a little but struggled in that environment because i cannot concentrate because i feel others are saying or thinking bad things about me.,Catastrophizing,10
874,I have an extensive conversation with myself about everything negative about my life and it always leads to me trying to figure out whether or not I might actually have a problem.,Disqualifying the Positive,9
875,"I’ll run through this order multiple times, typically until I get to wherever I’m going or encounter other people because I’m worried they will judge me for speaking to myself.   I’m always worried that I’m going to forget something on that list and that something bad will happen because I don’t complete that particular thing. ",Fortune Telling,4
876,"For the last three years, I never felt right. I started to cut myself because I wanted to punish myself because I hated myself. I am a very insecure person and I have never like one thing about myself.",Overgeneralizing,2
877,"I have been suffering from obsessive fears for 7 years now, however for one year I have developed an obsession about having anxiety during a special moment where I am supposed to be happy.",Should Statements,7
878,"I love my little brother a lot and I could never hurt someone, but I’m so scared of those urges turning into reality.  I get an image of the situation and right when I snap out of it I start wondering what’s wrong with me, why am I like this.",Fortune Telling,4
879,I have sever bi polar disorder and it is not ideal for me to work and be around people in fear i may be so upset i will hurt them.,Fortune Telling,4
880,I feel like I can’t talk to my mother about this because she scares me when I bring up issues in school.  Anytime I read an article about depression I start crying for no reason.,Emotional Reasoning,6
881,"I feel like I’m 100% going to explode on her one day, but I love my mom to death.",Fortune Telling,4
882,I was scared that this is an Heart attack or a stroke.  This feeling was so scary and I just felt like I was going absolutely nuts.I was so scared that I will lose control and that I could harm my kids.,Emotional Reasoning,6
883,I still see his face yelling those things to me till this day.,Disqualifying the Positive,9
884,"For a very, very long time – about 4 years now – I’ve been certain I have a personality disorder.",Overgeneralizing,2
885,"When i get these “anxiety attacks” i feel like i cant contain what i am feeling anymore and it manifests in things like me forgetting to breath and shaking my body and griping at y scalp while crying, or feeling like i cant do anything at all but just stare into nothing and listen.",Catastrophizing,10
886,I’m so scared for him and myself because I just want to understand what could be going on… I want to help him and I just want to know a possible diagnosis.,Catastrophizing,10
887,"I have questioned the fit the entire time, but I’ve really improved and and feel she is helping me so I always chalked it up to my issues as to why I am questioning the fit.",Personalizing,8
888,"We do have some difficulties but usually are able to talk it through. Now, she has a loss of desire for me. Our sex life is almost inexistant.",All-or-Nothing Thinking,1
889,"Not to mention that I have literally modeled my entire personality after an idea of what I think a specific celebrity is like.  And I’m afraid that I’m obsessed with them, or that I might try to hurt them for some reason, or maybe that there’s not really a real “me”, or that I’m still that overweight, gross, depressed, talentless and ignored kid I was in grade school.",Overgeneralizing,2
890,Im afraid to drink caffeine or eat anything that could possibly cause me any anxiety or worsen my feelings.,Catastrophizing,10
891,"There are times where I feel completely fine emotionally, but I’ll find myself thinking “I hate my life” or “I’m a worthless pice of crap” or something else along those lines.",Personalizing,8
892,I fear they won’t understand.,Mind Reading,5
893,"I want to tell my doctor but I am so scared, I’m so scared to go back to the person I was and I’m scared of the person I am currently.",Fortune Telling,4
894,"I don’t have anyone to talk to about this, since I don’t want friends and family to know what I’m thinking, and I don’t want them to know I’m a failure…",Labeling,3
895,I thought of breaking up with him but have been staying on because I’m afraid he will resort to self-harm to cope with the pain or do something more terrible.,Fortune Telling,4
896,I fear it will be a lot more if I can’t stop.  My husband doesn’t know how much I am spending and I am terrified he’ll find out.,Emotional Reasoning,6
897,"I realize that psychopaths aren’t wired to feel anxiety or irrational thinking, which, the anxiety alone would preclude me from possibly being a psychopath, but am still worried about the possibility of sociopathy.",Emotional Reasoning,6
898,Many people love to be around me and I have never had a problem socially and can get along with just about anyone.,Overgeneralizing,2
899,"i think university (stress, having no passion towards my degree, feelings of inadequacy) is a very huge trigger.",Catastrophizing,10
900,"Some days, I can’t even get out of bed because I on those days, I wish I would have died in my sleep.",Catastrophizing,10
901,"But I’ve only had three sessions of psychotherapy and I don’t have all that much money, so I’m worried that I have to skip appointments so I can pay my bills and such.",Fortune Telling,4
902,"However, we never met except for twice, though she hangs out almost freely with friends, but she never hangs out with me or even talk to me on the phone because she says that I rise her level of anxiety, she seems to be uncaring and selfish, I can never let out any negative feelings of mine with her because it rises her anxiety and she acts uncaring and selfish, and she turns the table around to make her the center of the situation, I had a surgery last week and guess what, she went to the movies the same day.   I don’t know if she’s toxic or not, but I can’t leave the relationship because i’m afraid she would suicide or harm herself in anyway. ",Labeling,3
903,I want to live my life without all of the negative thoughts and worries. I want to enjoy life again rather than thinking of it as “just having to get through it”.,All-or-Nothing Thinking,1
904,I can’t tell if she just really can’t understand me or if she really doesn’t care what I have to say.,Mind Reading,5
905,"It took everything within me to not express my rage. I wanted to scream, I wanted to cut, I wanted to burn my entire house down even if it meant death to my whole family just so I could die in it – but that’s not me.",Catastrophizing,10
906,"I have no one in my life and even though my main diagnosis is paranoid schizophrenia I have sadly these incurable, negative symptoms.",Overgeneralizing,2
907,"Knowing I have no control over the connectivity of others, I am inevitably presented with someone’s phone in my face as people I am with want to show me a photo or something on Facebook (which I deliberately took myself off of), this repels me but I don’t want to be rude or self-righteous, it makes me not want to be around friends/loved ones, it also depresses me, I am seeking strategies to deal with this.",Catastrophizing,10
908,This person I liked admitted they had feelings for me and I thought I had feelings for them but I just began to feel annoyed.,All-or-Nothing Thinking,1
909,"It caused me to hate my parents, and instead of being sorry for anything, it always made me more hateful and revenge-seeking.",Catastrophizing,10
910,"I have an issue where whenever I do something stupid or wrong I hear my voice in my head telling me bad things about myself. For example, earlier today I had to stop drawing because my voice was telling me “You can’t do anything right.” “You should just go cut(or)kill yourself.”",Personalizing,8
911,"I wake up, I’m fine, someone does literally anything that I don’t agree with or approve of then I get angry as hell.",All-or-Nothing Thinking,1
912,I feel like a lot of the time I only respond to things because I know I am supposed to.,Should Statements,7
913,"For example, I accidentally said something her ex would say, and she took it the wrong way, as if it was manipulative and blaming her for something I did.",Mind Reading,5
914,"i love my family and friends, but i cant seem to relate to them anymore.",Overgeneralizing,2
915,"I am not capable of running my life the way I need to lead a normal life in this society, or of running my life the way I want to.",Personalizing,8
916,"Before I have no problem about it, but now I regret seeing all these scenes because it ruins the movie enjoyment and feeling. I have a bad depression when I think of it I can’t sleeping well, I feel bad, I feel sad and many other problems.",Catastrophizing,10
917,"My emotions tend to cycle in order from being generaly content, to a lethargic, unmotivated, depressive “my future is hopeless no matter how hard a try” way of thinking.  It’s very stressful for my boyfriend, and it’s upsetting for me as well because he really shouldn’t have to deal with this kind of stress, and I feel my random crying and melancholy emotions are really unnecessary.",All-or-Nothing Thinking,1
918,I think I like it too much.,Should Statements,7
919,I think my friend has depression and a panic disorder. I fear that encouraging her to seek help will push her away.,Fortune Telling,4
920,"I look at the world around me, and feel as though i will never be happy, because of the hate i am filled with.",Fortune Telling,4
921,I was very young and dumb and have done a lot sexual experiences with about 25 -30 partners.,Labeling,3
922,"Considering my past, it would be stereotyped for me to be non resilient which is why i dont feel me just being generally resilient is correct, making me think something worse is wrong with me.",Catastrophizing,10
923,Whenever she talks to male friends I get jealous and I keep thinking about it whenever I’m not with her that oh she must be talking with him or she must be with him.,Mind Reading,5
924,"Nearly always there is some minor ailment: a pain here, ache there, headache, bellyache, blurry vision, etc., seemingly in contrast/competition to others who are experiencing serious medical conditions ie: hip replacement, cancer, etc.",Mind Reading,5
925,"My mood is here and there, one moment I’m okay and the next I’m angry and irritable.",All-or-Nothing Thinking,1
926,others grew up like normal kids so I became too weird for them.,Labeling,3
927,"See, I was a shy, weak, puny, and small kid, and still am kind of.",Labeling,3
928,This made me jealous of that person because I thought I was going to lose my fiancé.,Fortune Telling,4
929,"Starts out normal enough and the day is going fine and then bang I’m angry and not like ‘Oh I’m angry, I’ll get over it, it’s more the anger where your hands shake and your fgriends turn into your worst enemies.",All-or-Nothing Thinking,1
930,"I was forced to wear dresses even before that, and I have since been afraid of men.",Overgeneralizing,2
931,god i am so stressed to the point of suicide.,Catastrophizing,10
932,"I cannot communicate with her in almost every aspect in my life, because we cannot understand each other.",Overgeneralizing,2
933,"I just started sophomore year and things suck. My parents get mad at me for every little detail of my life. I have okay grades and shitty friends. Worst of all I hate everything that is breathing, heck I hate object too. Today I thought to myself I hate everything, but jokes on them I hate myself more.  I’m too dumb to get into college for Knowledge I want to leave the stupid state that I live in and live somewhere were nobody knows me and they don’t have any ideas of who I am.  I feel like a waste of time and only think that the future will worsen and I will never find love or a decent friend. ",Disqualifying the Positive,9
934,"I know this needs to be taken care of by a professional, but I have no idea how to get them help when neither of us have the resources to do so.",Should Statements,7
935,"I know the fear is irrational, I have no idea how I became afraid of it, I have been my whole life.  When I hear someone cough, I get very angry very fast and I feel an impulse to hurt them, but instead of hurting them I hurt myself (punching myself, hitting my head).",Should Statements,7
936,"I’m 20 years old and I suffer from a Borderline personality disorder, which has been hell to deal with and try and change.",Catastrophizing,10
937,I’ve stopped seeing any doctors and i’m about to give up trying tbh and i don’t have the power to go find a new good doctor and start the whole journey again with him/her..,All-or-Nothing Thinking,1
938,I was stupid for not saying stop it but I was so scared.,Labeling,3
939,i feel unwanted by people and like i always give more than other people and feel under-appreciated.,Mind Reading,5
940,"Despite the fact that we now have an alarm system, dogs, etc. I still do not feel safe. This fear often keeps me up at night, listening for any noises or looking out for anything out of the ordinary. During this time i often experience panic attack like symptoms as well as extreme paranoia.",Catastrophizing,10
941,And now i never think that my fearest day will come when everyone find out what’s the true.,Fortune Telling,4
942,It has gotten to the point where people take a quick glance at me whenever they see me because they think I am going to take an offensive look at them.,Mind Reading,5
943,I was quite insecure.,Labeling,3
944,I do know she’s better not knowing every detail but I feel she can handle a PG version of the truth.,Should Statements,7
945,This has also affected my ability to trust people in my life now.,Overgeneralizing,2
946,"Maybe because of her, I’ve always being skeptical about marriage, thinking if all men will cheat–there will be no point of being married.",Overgeneralizing,2
947,"I hold myself to absurd expectations even when I know rationally that I shouldn’t. I seek unnecessary validation from people I shouldn’t, and then feel guilty about receiving validation.",Should Statements,7
948,You feel strange and different from everybody else (because you ‘are’ different).,Labeling,3
949,"that, plus a lot of other horrible happenings in relationships (friendships mainly), has led me to a state of constant alert, where i can’t enjoy my friends company because i’m constantly thinking on how to make >them< enjoy mine.",Catastrophizing,10
950,His lack of communication has made it impossible to get him professional help.,Overgeneralizing,2
951,I’m doing a litany of self-help wellness things that have taken over my entire life and I’m just getting worse.,Catastrophizing,10
952,I think he is anxious about working as he has been retired for 7 1/2 years.,Mind Reading,5
953,TO realize I am incapable of emotion for anything or anyone.,Overgeneralizing,2
954,I am very stressed out and worried that this is a sign of a greater problem and that she will be kicked out of her apartment.,Fortune Telling,4
955,Talking to even one person leaves me emotionally drained and I feel like I need to go to bed.,Catastrophizing,10
956,I feel like I’ll never be free of them.,Fortune Telling,4
957,Nobody loves me I feel lost and confused.  I am very rational and I know it was wrong but in the end it didn’t matter anyways.,Overgeneralizing,2
958,"We grew up together and had a fine relationship back then. Up until I turned into a teenager in high school, her attitude started to change.",All-or-Nothing Thinking,1
959,She is a very jealous type of woman who has not allowed him to have female friends.,Labeling,3
960,"It doesn’t matter the amount of water I consume, because I don’t feel satisfied — but ordinarily, I am very DEHYDRATED! –and I ABSOLUTELY, NEED to consume more liquids, but I never feel thirsty unless I eat something, but I simply eat too many things (that are processed!) I’ve tried to rid myself of this addiction, but that would mean cutting all processed things, because I couldn’t handle it otherwise.",All-or-Nothing Thinking,1
961,I find myself with a unique sort of thinking for a long time ( a few years now)which finds ultimate worthlessness in achievements in life and therefore experiencing significant lack of interest in life affairs.,Overgeneralizing,2
962,"I feel like I’m out of options and I’m worried about my younger sister of what she’ll think of the situation in the future.  I don’t know why I committed those actions of mine, but I believe bullying and watching inappropriate videos played a role. I recall being constantly bullied at school and tried to fit in the crowd. I don’t want to blame on anyone or my surroundings for the incident.",Mind Reading,5
963,She knows she has memory problems and is not in denial–she just wants to avoid doing anything about it.,Mind Reading,5
964,"Growing up my sister has always resented me, she’s bullied me throughout my life, even publicly shaming me on Facebook and Twitter regularly. She talks down to me in every conversation and makes nasty digs any chance she gets and doesn’t hold back in front of my parents.",Overgeneralizing,2
965,"I don’t know if I can tell my therapist, but it’s eating me alive. I don’t know if these instances count legally as indecency to a minor.",Catastrophizing,10
966,My mother died about 2 years ago but even before that I was always depressed as far as I can remember.,Overgeneralizing,2
967,My main concern is that these voices aren’t a cause of my bipolar but a whole new illness (maybe schizophrenia) starting to present itself.,Overgeneralizing,2
968,I think about things no one else really cares about.,Mind Reading,5
969,But she seems to easily disconnect from what she’s done and does & doesn’t seems to care how much she is hurting and worrying everyone.,Mind Reading,5
970,"She is now in her late thirties and abuses herself, she has always had problems with personal relationships and lashes out at her family.",Overgeneralizing,2
971,He left the room clearly upset because i splashed water on his face.,Mind Reading,5
972,"This is painful for me to write about, because of the fears i have that i really may be schizophrenic, but here goes!",Emotional Reasoning,6
973,I have no ability to maintain self control over anything I do.,Overgeneralizing,2
974,"It’s like I’m underneath this huge spotlight that I can’t run away from, so I get panicked when there’s no shade near by. The air becomes thick and I feel like I’m trapped and suffocating.",Catastrophizing,10
975,"I have Bipolar Disorder and some anxiety issues that cause panic attacks when I get overwhelmed by people, noises, stress, worrying, etc.",Catastrophizing,10
976,But I have noticed my boyfriend is ALWAYS very angry and VERY short fused with his mother.,Overgeneralizing,2
977,I haven’t told my parents about this because I don’t think that they would appreciate having a child who has mental issues and I don’t want to deal with the drama that will undoubtedly ensue.,Mind Reading,5
978,I have had a lot of bad relationships so I thought god finally answered my prayers. I WAS WRONG. We had an the worst argument I ever had with anyone!,All-or-Nothing Thinking,1
979,It’s not a body image thing it’s more I feel like a dick doing it and it seems very contrived & superficial but the only one suffering as a result of not doing it is me.,Labeling,3
980,I believe I’m a disappointment for these interests.,Labeling,3
981,I rarely ever go out and I’ve never had any friends in school.,Overgeneralizing,2
982,"But, since we have been married, I have noticed that he gets his mind on a certain hobby and, well, almost obsesses about it.",Mind Reading,5
983,"She doesn’t know how I feel, at all, but I’m sure she can somewhat sense that I’m not doing okay.",Mind Reading,5
984,"I have no one else to turn to. I am so weak and broken, traumatized and beaten up.",Catastrophizing,10
985,Like it doesn’t really affect me and it makes me feel that there’s something wrong with me.,Overgeneralizing,2
986,I’m just so tired.. life is so tiring I cry at the slightest thing and this is affecting all of my relationships and im constantly sad and mad but I try so hard to never show it.,Catastrophizing,10
987,"He seems to do it to make the others seem bad, and himself, the best.",Mind Reading,5
988,"Lately I’ve been feeling like nothing is going right in my life and I’m just too tired to deal with it.  For example, I’m working on a research project that I’m very stressed about but I didn’t tell my mom because she would get stressed and we’d end up yelling at each other. ",Overgeneralizing,2
989,"Whenever the conversation turns to anything but small talk, there is a chance that I could become tearful.",Catastrophizing,10
990,I’m feeling completely blank and I’ve lost trust in myself. I don’t know what is wrong with me and things are suddenly becoming hard for me.,Catastrophizing,10
991,It lasted all the way through high school and even now it is possible that he could start beating me.,Fortune Telling,4
992,I always think he’ll leave me for some pretty girl he’ll meet.,Fortune Telling,4
993,I am struggling enough to cope with me and my own feelings but I’m afraid he is the quiet horse that will not be able to pull himself out.,Mind Reading,5
994,I think my mom is soo stupid because they dont even have a good realtionship and at least i talk to her but shes alwasy on his side.,Labeling,3
995,"Whenever my partner and I get into an argument and my partner starts to ignore me, I tend to turn to my friends and tell them what just happened.. and I know this isn’t right! This often had made it even worse and we even lost friends due to this behavior… why am I doing this?",Personalizing,8
996,I also think that my dad is trying to kill me poison me by putting things into my food but the reason I dont die is cause I have an extremely good resistant rate to the poison.,Mind Reading,5
997,"To be honest I don’t know what his feelings for me are really, because he never expresses himself.",All-or-Nothing Thinking,1
998,Those fantasies are so lucrative and pleasant its painful to wake up from them and realize that I am just a boring male.,Labeling,3
999,But that would have been awkward and upset the rest of the family members.,Mind Reading,5
1000,She is a very jealous type of woman who has not allowed him to have female friends.,Labeling,3
1001,"I’ll be very hyper, productive and sexually aroused over the littlest things. Then within a few days I’ll get really quiet and isolate myself. To point where I cut, and seriously plan and consider my suicide.",All-or-Nothing Thinking,1
1002,"I have also became extremely introverted and since my exams finished, more than a month ago, have only really talked to one of my friends and seem to have dug a hole I cant get out of.",Fortune Telling,4
1003,He has never accepted me for who I am.,Overgeneralizing,2
1004,"In fact, he doesn’t seem to think that these types of things even matter.",Mind Reading,5
1005,"I feel like if I leave, I will regret it. I have so much fear.",Fortune Telling,4
1006,"Everything I try at, I lose or fail.",Overgeneralizing,2
1007,"She is 14, and will be attending a dance school in NYC alone at the age of 16, and I want to get her help before it is too late.",Fortune Telling,4
1008,I feel powerless.,Catastrophizing,10
1009,I do not believe this is normal but he has me almost convinced I am at fault for these stipulations.,Personalizing,8
1010,About a year ago I developed severe anxiety and had several panic attacks a day. Over time I developed more and more symptoms such as intrusive thoughts etc. However after quite some time I developed very worrying symptoms that make me think I am developing schiz/psychosis.,Catastrophizing,10
1011,I know that’s messed up.,Should Statements,7
1012,"’m 45 and just left my boyfriend after 28 years and i never had any other friends i find it hard to make friends i was abused as a child and now in very insecure with myself,I’ve just stopped smoking pot as well as he was a dealer and lived with paranoia as he wood rip people off, now I’ve left him and now living with my daughter and in getting to know her again but i still feel i can’t socialize with other people, in getting my own place and starting from scratch, i don’t know how to get new friends or in saying the wrong thing.",Fortune Telling,4
1013,I would always cry and feel worthless because I always felt left out and thought they were getting closer to each other and they were going to leave me behind.,Fortune Telling,4
1014,"I feel as if I have to lie because I’m scared of the outcome.  Please, please help before I either kill myself, or my mom disowns me.",Emotional Reasoning,6
1015,im working on my dreams on the side but all i want to do in the day is commit suicide.,All-or-Nothing Thinking,1
1016,This only happens with tweets and when Im stressing about going schizophrenic (almost 24/7now) Ive started having nightmares about my worst fears Anytime I get scared I think ima paranoid schizophrenic now.,Disqualifying the Positive,9
1017,"I have my whole life ahead of me and my grades match up fine, but as this keeps progressing I lose focus and patience. Everything feels empty and I keep buckling down and closing in.",Catastrophizing,10
1018,"also i cant really conect to anyone,i mean i love my boyfred and friends,but he breaks up with me ill be okey(but i really love him,and he means a lot to me)..",Overgeneralizing,2
1019,"She was my everything. After losing her, I feel like I have nobody.",Catastrophizing,10
1020,my anxiety is making me think of worst case scenarios,Fortune Telling,4
1021,"For example, I didn’t really care where I ended up going to college, and I should.",Should Statements,7
1022,"i believe that everyone is watching me, and i cant trust anyone (that includes you), that there are cameras everywhere, that i am dead and that this is just someone trying to see how id be after my death.  i also have severe ptsd where at times i go completely deaf and nightmares, but the memories came back only recently (after 3 yrs) and i am sure im just making it up so i can pity myself and have a reason to be depressed.",Overgeneralizing,2
1023,"I know a guy died, but even now I just can’t get myself to care or feel sorry for him or his family, even though i know I should.",Should Statements,7
1024,I mostly think and worry about people I know doing this.,Mind Reading,5
1025,"it seems like whatever I do now I always wrong.  talking to people makes me feel like an attention seeker, begging them to notice me. ",Personalizing,8
1026,I KNOW he loves me very much and out of respect to me he would cut any of his friends off if I did not like them but I would never do that!,Mind Reading,5
1027,"I’m 19 years old, and I have a great fear of developing schizophrenia.",Emotional Reasoning,6
1028,it’s hard for me because she still talks to me every day I see her at college we have the same classes. it’s very hard because she gave me signals than she rejected me I don’t know if I should tell our common friend that she loves her I don’t know if a should stay by her side I don’t know if I should leave it’s just too hard for me I care for her and want to know if this bad relationship with her dad and our friend being caring are the reasons that she rejected me or she maybe thought that was love and she is just afraid of losing her best friend.,Mind Reading,5
1029,"I don’t know why, but I enjoy feeling in control of others more than I should.",Should Statements,7
1030,"For pretty much my entire life, I’ve witnessed my mother acting like a lunatic.",Labeling,3
1031,"I feel like if i do not do my obsession then something bad will happen. Such as my house burning down, family member getting ill or something bad happening to another human/animals.",Fortune Telling,4
1032,"How do I stop myself from losing control, all of sudden I will be freaking out screaming at the top of my lungs at my bo?",Personalizing,8
